event_id,timestamp,publisher_id,site_id,session_id,page_id,page_category,ad_unit,ad_format,device,country,ad_requests,impressions,viewable_impressions,clicks,revenue,user_id,traffic_source,is_returning_user,page_views,time_on_page_seconds,scroll_depth_pct,bounce,date
evt_000955,2026-04-06 15:49:00,demo_publisher,site A,sess_001818,page_105,esportes,lateral,vídeo,computador,MX,5,2,1,0,0.01084,user_001271,direto,0,1,18.8,92.5,0,2026-04-06
evt_000956,2026-03-25 01:07:00,demo_publisher,site A,sess_000346,page_089,esportes,topo da página,banner,celular,AR,4,4,4,0,0.01181,user_001451,orgânico,0,1,70.1,40.7,0,2026-03-25
evt_000957,2026-04-08 01:51:00,demo_publisher,site A,sess_001864,page_045,finanças,meio do artigo,banner,celular,BR,6,6,5,0,0.03078,user_000741,direto,0,1,23.4,76.4,0,2026-04-08
evt_000958,2026-04-28 06:54:00,demo_publisher,site A,sess_000588,page_138,entretenimento,lateral,nativo,celular,BR,6,5,1,1,0.01721,user_001268,orgânico,0,1,18.3,67.0,0,2026-04-28
evt_000959,2026-03-25 17:00:00,demo_publisher,site B,sess_001129,page_100,tecnologia,topo da página,banner,celular,CL,1,1,1,0,0.00335,user_001043,orgânico,1,1,65.2,65.0,0,2026-03-25
evt_000960,2026-03-10 04:57:00,demo_publisher,site B,sess_000567,page_132,notícias,topo da página,banner,computador,BR,4,4,4,1,0.00809,user_002084,orgânico,1,1,80.5,36.4,1,2026-03-10
evt_000961,2026-03-25 12:38:00,demo_publisher,site A,sess_000884,page_135,estilo de vida,meio do artigo,banner,computador,AR,5,3,3,0,0.00412,user_002272,redes sociais,0,1,61.0,59.6,1,2026-03-25
evt_000962,2026-04-20 09:45:00,demo_publisher,site B,sess_000680,page_077,tecnologia,lateral,vídeo,celular,BR,5,5,2,0,0.03509,user_000296,direto,0,1,129.9,47.4,0,2026-04-20
evt_000963,2026-03-14 01:23:00,demo_publisher,site A,sess_001410,page_050,tecnologia,meio do artigo,banner,celular,US,4,2,1,0,0.01168,user_001396,referência,0,1,90.9,76.7,0,2026-03-14
evt_000964,2026-04-26 22:45:00,demo_publisher,site B,sess_000163,page_132,finanças,lateral,nativo,celular,US,3,2,2,0,0.01004,user_002973,redes sociais,0,1,7.7,71.1,1,2026-04-26
evt_000965,2026-04-05 07:09:00,demo_publisher,site A,sess_001676,page_139,tecnologia,lateral,mídia rica,celular,BR,2,2,2,0,0.01477,user_002605,orgânico,1,1,21.8,87.7,0,2026-04-05
evt_000966,2026-04-06 02:15:00,demo_publisher,site A,sess_001807,page_017,estilo de vida,topo da página,vídeo,computador,BR,3,1,0,0,0.00937,user_002381,direto,1,1,143.0,86.8,0,2026-04-06
evt_000967,2026-03-20 00:32:00,demo_publisher,site A,sess_001126,page_089,notícias,rodapé fixo,nativo,computador,MX,1,1,1,0,0.00681,user_002205,redes sociais,0,1,67.5,50.1,0,2026-03-20
evt_000968,2026-04-25 05:27:00,demo_publisher,site A,sess_001095,page_084,notícias,rodapé fixo,nativo,computador,BR,6,5,4,0,0.02367,user_000013,redes sociais,0,1,64.1,86.8,1,2026-04-25
evt_000969,2026-03-03 03:55:00,demo_publisher,site B,sess_001400,page_105,esportes,topo da página,banner,computador,US,5,4,3,0,0.01897,user_002922,redes sociais,1,1,10.7,45.7,1,2026-03-03
evt_000970,2026-03-18 22:05:00,demo_publisher,site A,sess_000398,page_136,notícias,meio do artigo,banner,celular,BR,2,2,2,0,0.01361,user_002205,redes sociais,0,1,79.3,84.8,1,2026-03-18
evt_000971,2026-03-26 02:29:00,demo_publisher,site A,sess_001499,page_036,esportes,meio do artigo,banner,celular,BR,1,0,0,0,0.0,user_002665,direto,0,1,39.5,34.6,1,2026-03-26
evt_000972,2026-03-29 15:16:00,demo_publisher,site B,sess_000438,page_136,tecnologia,rodapé fixo,banner,celular,BR,4,4,4,0,0.01766,user_002726,redes sociais,0,1,31.9,87.8,1,2026-03-29
evt_000973,2026-03-29 10:45:00,demo_publisher,site B,sess_001353,page_090,tecnologia,meio do artigo,banner,celular,BR,6,3,1,0,0.00811,user_000764,referência,1,1,26.5,44.0,1,2026-03-29
evt_000974,2026-03-09 21:00:00,demo_publisher,site A,sess_000611,page_012,notícias,meio do artigo,nativo,computador,AR,6,4,3,0,0.01728,user_000042,direto,0,1,31.0,51.3,1,2026-03-09
evt_000975,2026-03-14 12:51:00,demo_publisher,site C,sess_001492,page_072,notícias,rodapé fixo,banner,celular,MX,2,1,1,0,0.00079,user_001977,redes sociais,0,1,52.5,54.6,0,2026-03-14
evt_000976,2026-03-06 17:08:00,demo_publisher,site B,sess_001582,page_019,estilo de vida,lateral,banner,computador,BR,3,3,1,0,0.01005,user_001377,orgânico,0,1,27.4,46.1,1,2026-03-06
evt_000977,2026-04-04 08:20:00,demo_publisher,site C,sess_000418,page_133,finanças,topo da página,vídeo,computador,BR,4,4,2,0,0.03898,user_000062,orgânico,1,1,66.5,93.3,0,2026-04-04
evt_000978,2026-03-22 01:15:00,demo_publisher,site C,sess_001235,page_107,notícias,lateral,banner,celular,BR,4,2,1,0,0.00497,user_000813,orgânico,1,1,25.6,23.9,0,2026-03-22
evt_000979,2026-04-03 22:42:00,demo_publisher,site B,sess_000997,page_126,tecnologia,rodapé fixo,vídeo,computador,BR,2,2,2,0,0.01915,user_002973,orgânico,0,1,100.1,68.3,1,2026-04-03
evt_000980,2026-04-05 09:11:00,demo_publisher,site A,sess_000588,page_084,notícias,meio do artigo,banner,computador,BR,5,2,2,0,0.00396,user_001090,orgânico,0,1,126.0,70.1,0,2026-04-05
evt_000981,2026-04-12 02:52:00,demo_publisher,site B,sess_001176,page_056,notícias,meio do artigo,nativo,celular,BR,5,4,3,0,0.01307,user_000783,direto,1,1,46.8,37.1,1,2026-04-12
evt_000982,2026-04-02 19:43:00,demo_publisher,site A,sess_001985,page_060,tecnologia,lateral,banner,celular,US,5,4,2,0,0.01925,user_001964,orgânico,0,1,76.4,49.0,0,2026-04-02
evt_000983,2026-04-08 21:02:00,demo_publisher,site A,sess_000005,page_132,estilo de vida,meio do artigo,banner,computador,AR,1,0,0,0,0.00326,user_001994,orgânico,0,1,5.5,38.1,1,2026-04-08
evt_000984,2026-04-05 05:29:00,demo_publisher,site A,sess_001913,page_022,esportes,intersticial,vídeo,celular,BR,5,3,2,0,0.02127,user_000996,redes sociais,0,1,21.2,51.6,0,2026-04-05
evt_000985,2026-04-09 03:30:00,demo_publisher,site A,sess_001712,page_123,estilo de vida,meio do artigo,nativo,computador,BR,3,3,2,0,0.0118,user_002547,direto,0,1,20.2,76.2,0,2026-04-09
evt_000986,2026-04-06 23:58:00,demo_publisher,site B,sess_001059,page_059,entretenimento,lateral,banner,celular,BR,5,3,1,0,0.00399,user_001741,orgânico,0,1,21.1,50.4,0,2026-04-06
evt_000987,2026-03-19 23:20:00,demo_publisher,site B,sess_001220,page_083,notícias,rodapé fixo,banner,celular,US,4,4,4,0,0.01222,user_000482,referência,0,1,19.3,63.8,0,2026-03-19
evt_000988,2026-03-15 18:38:00,demo_publisher,site C,sess_000739,page_093,estilo de vida,topo da página,nativo,celular,AR,4,3,1,0,0.01759,user_000975,referência,0,1,82.1,56.0,0,2026-03-15
evt_000989,2026-04-17 05:54:00,demo_publisher,site B,sess_000259,page_012,notícias,topo da página,banner,celular,BR,4,4,2,0,0.01814,user_002543,referência,1,1,7.4,98.2,1,2026-04-17
evt_000990,2026-03-21 13:29:00,demo_publisher,site A,sess_001143,page_021,finanças,intersticial,nativo,computador,BR,2,0,0,0,0.0,user_000268,direto,0,1,206.4,68.6,1,2026-03-21
evt_000991,2026-04-02 22:46:00,demo_publisher,site C,sess_001632,page_023,finanças,lateral,nativo,computador,MX,4,2,1,0,0.01474,user_000037,referência,1,1,67.8,48.9,0,2026-04-02
evt_000992,2026-03-12 19:38:00,demo_publisher,site C,sess_000462,page_109,esportes,meio do artigo,nativo,celular,BR,6,3,1,0,0.02715,user_001969,orgânico,0,1,87.8,62.8,1,2026-03-12
evt_000993,2026-03-26 21:14:00,demo_publisher,site A,sess_001434,page_011,notícias,topo da página,vídeo,computador,BR,1,1,0,0,0.01289,user_001326,direto,0,1,23.0,72.0,1,2026-03-26
evt_000994,2026-04-01 18:42:00,demo_publisher,site C,sess_001496,page_085,tecnologia,topo da página,banner,computador,MX,2,1,0,0,0.0095,user_000759,orgânico,1,1,42.9,47.2,1,2026-04-01
evt_000995,2026-04-07 13:27:00,demo_publisher,site B,sess_001516,page_016,esportes,topo da página,mídia rica,celular,BR,1,1,1,0,0.00787,user_001416,orgânico,1,1,91.5,83.8,0,2026-04-07
evt_000996,2026-04-01 13:58:00,demo_publisher,site A,sess_000680,page_107,entretenimento,meio do artigo,nativo,computador,CL,3,3,2,0,0.01109,user_000551,newsletter,0,1,102.2,25.6,0,2026-04-01
evt_000997,2026-03-22 15:20:00,demo_publisher,site A,sess_000784,page_136,esportes,meio do artigo,banner,celular,BR,2,1,1,0,0.00253,user_001122,redes sociais,0,1,66.2,49.5,1,2026-03-22
evt_000998,2026-04-27 16:57:00,demo_publisher,site B,sess_000833,page_058,tecnologia,topo da página,nativo,celular,BR,4,4,3,0,0.04125,user_000702,orgânico,0,1,33.1,58.4,1,2026-04-27
evt_000999,2026-03-31 18:20:00,demo_publisher,site C,sess_001708,page_030,estilo de vida,lateral,nativo,celular,AR,1,1,1,0,0.0,user_001759,orgânico,1,1,109.4,77.6,1,2026-03-31
evt_001000,2026-04-18 11:57:00,demo_publisher,site A,sess_001800,page_062,esportes,intersticial,banner,celular,BR,1,1,0,0,0.0016,user_002021,redes sociais,0,1,27.4,86.3,0,2026-04-18
evt_001001,2026-04-14 04:51:00,demo_publisher,site C,sess_000828,page_097,tecnologia,intersticial,mídia rica,celular,BR,2,1,1,0,0.00697,user_002744,referência,0,1,33.9,85.8,0,2026-04-14
evt_001002,2026-04-03 11:58:00,demo_publisher,site A,sess_001939,page_102,tecnologia,rodapé fixo,mídia rica,celular,BR,4,3,2,0,0.02601,user_000204,referência,1,1,18.6,61.2,1,2026-04-03
evt_001003,2026-04-23 04:25:00,demo_publisher,site B,sess_001141,page_089,finanças,meio do artigo,banner,celular,BR,1,1,1,0,0.0062,user_000981,orgânico,0,1,74.7,88.7,1,2026-04-23
evt_001004,2026-03-08 16:42:00,demo_publisher,site B,sess_000770,page_081,finanças,meio do artigo,nativo,celular,BR,4,2,1,0,0.01382,user_000794,orgânico,0,1,37.8,79.3,1,2026-03-08
evt_001005,2026-04-25 06:19:00,demo_publisher,site A,sess_000002,page_088,estilo de vida,meio do artigo,vídeo,celular,BR,4,4,3,0,0.01601,user_001738,orgânico,0,1,55.5,60.6,0,2026-04-25
evt_001006,2026-04-21 00:19:00,demo_publisher,site A,sess_001222,page_031,estilo de vida,topo da página,mídia rica,celular,BR,2,1,1,0,0.0023,user_001599,direto,0,1,27.7,48.0,0,2026-04-21
evt_001007,2026-03-31 05:13:00,demo_publisher,site A,sess_001290,page_029,finanças,rodapé fixo,nativo,celular,BR,1,1,1,0,0.00209,user_002632,redes sociais,0,1,57.0,70.7,0,2026-03-31
evt_001008,2026-04-14 00:05:00,demo_publisher,site A,sess_001936,page_130,tecnologia,lateral,banner,tablet,BR,5,4,2,0,0.00876,user_002757,direto,0,1,98.3,83.3,1,2026-04-14
evt_001009,2026-04-01 05:11:00,demo_publisher,site A,sess_001436,page_081,esportes,lateral,nativo,celular,BR,3,3,2,0,0.0224,user_002319,redes sociais,0,1,34.9,59.8,0,2026-04-01
evt_001010,2026-03-17 03:01:00,demo_publisher,site B,sess_000060,page_120,finanças,topo da página,banner,tablet,BR,4,4,2,0,0.0033,user_000597,orgânico,0,1,67.9,58.4,0,2026-03-17
evt_001011,2026-04-17 23:48:00,demo_publisher,site B,sess_001134,page_087,estilo de vida,topo da página,nativo,computador,BR,5,3,1,0,0.01537,user_000123,orgânico,1,1,53.4,81.1,0,2026-04-17
evt_001012,2026-03-15 18:07:00,demo_publisher,site A,sess_001485,page_064,entretenimento,rodapé fixo,nativo,computador,MX,1,1,1,0,0.00509,user_002697,orgânico,1,1,77.4,49.2,0,2026-03-15
evt_001013,2026-03-19 20:48:00,demo_publisher,site A,sess_000993,page_080,esportes,topo da página,nativo,computador,BR,5,5,2,0,0.03576,user_002828,direto,1,1,82.4,69.2,1,2026-03-19
evt_001014,2026-04-01 03:46:00,demo_publisher,site B,sess_000859,page_097,esportes,topo da página,banner,celular,BR,1,1,1,0,0.0,user_000751,redes sociais,0,1,16.2,65.8,0,2026-04-01
evt_001015,2026-04-20 05:49:00,demo_publisher,site C,sess_001620,page_026,notícias,lateral,nativo,computador,BR,4,2,0,0,0.00939,user_000140,newsletter,0,1,93.9,76.1,0,2026-04-20
evt_001016,2026-03-24 00:51:00,demo_publisher,site B,sess_001223,page_065,estilo de vida,lateral,nativo,computador,BR,1,1,1,0,0.00246,user_002042,orgânico,1,1,52.7,74.1,0,2026-03-24
evt_001017,2026-03-30 15:33:00,demo_publisher,site A,sess_001363,page_101,finanças,topo da página,banner,computador,BR,1,1,0,0,0.00747,user_001766,newsletter,0,1,85.3,79.3,0,2026-03-30
evt_001018,2026-03-03 11:59:00,demo_publisher,site A,sess_000928,page_013,esportes,topo da página,banner,celular,BR,3,1,1,0,0.0034,user_002666,orgânico,0,1,4.8,51.5,1,2026-03-03
evt_001019,2026-03-07 22:50:00,demo_publisher,site B,sess_000556,page_011,notícias,rodapé fixo,banner,computador,BR,4,4,3,0,0.00661,user_001726,orgânico,0,1,76.8,47.7,0,2026-03-07
evt_001020,2026-03-04 08:33:00,demo_publisher,site B,sess_001038,page_023,entretenimento,rodapé fixo,vídeo,celular,CL,2,1,1,0,0.00252,user_002281,orgânico,0,1,30.6,64.5,0,2026-03-04
evt_001021,2026-03-05 07:45:00,demo_publisher,site A,sess_001918,page_083,finanças,meio do artigo,nativo,celular,BR,2,2,1,0,0.00983,user_002359,orgânico,0,1,62.2,70.8,1,2026-03-05
evt_001022,2026-04-22 02:40:00,demo_publisher,site B,sess_001205,page_034,estilo de vida,rodapé fixo,nativo,celular,BR,2,2,0,0,0.01055,user_000030,orgânico,1,1,72.0,100.0,0,2026-04-22
evt_001023,2026-04-20 12:28:00,demo_publisher,site A,sess_001414,page_061,notícias,meio do artigo,nativo,celular,BR,4,3,2,0,0.00883,user_000446,orgânico,0,1,168.7,65.2,1,2026-04-20
evt_001024,2026-04-19 07:30:00,demo_publisher,site A,sess_000249,page_019,notícias,lateral,vídeo,computador,BR,3,1,1,0,0.01666,user_002340,redes sociais,0,1,58.9,59.9,0,2026-04-19
evt_001025,2026-03-04 08:01:00,demo_publisher,site B,sess_001975,page_035,notícias,meio do artigo,nativo,tablet,BR,6,4,3,0,0.01383,user_000538,direto,1,1,55.1,46.8,0,2026-03-04
evt_001026,2026-03-05 15:48:00,demo_publisher,site A,sess_000490,page_003,esportes,rodapé fixo,banner,celular,BR,3,3,3,0,0.0066,user_000619,direto,0,1,21.7,37.7,0,2026-03-05
evt_001027,2026-03-17 20:04:00,demo_publisher,site A,sess_001942,page_113,finanças,rodapé fixo,banner,computador,US,4,2,2,0,0.00859,user_002256,referência,1,1,48.1,35.9,0,2026-03-17
evt_001028,2026-04-03 22:01:00,demo_publisher,site B,sess_000892,page_065,esportes,meio do artigo,banner,computador,BR,6,4,3,0,0.01443,user_000614,direto,0,1,24.1,36.6,1,2026-04-03
evt_001029,2026-03-21 01:08:00,demo_publisher,site A,sess_001837,page_025,esportes,topo da página,vídeo,celular,BR,6,5,3,0,0.0425,user_000449,newsletter,1,1,83.0,52.3,0,2026-03-21
evt_001030,2026-03-30 06:05:00,demo_publisher,site A,sess_001783,page_074,notícias,rodapé fixo,nativo,celular,BR,3,2,1,0,0.0062,user_000041,orgânico,1,1,74.6,77.4,0,2026-03-30
evt_001031,2026-03-11 09:06:00,demo_publisher,site A,sess_001510,page_130,esportes,topo da página,vídeo,celular,BR,2,2,2,0,0.01202,user_001408,newsletter,1,1,91.5,66.5,0,2026-03-11
evt_001032,2026-04-13 20:19:00,demo_publisher,site B,sess_001832,page_115,notícias,lateral,vídeo,celular,US,3,3,1,1,0.02251,user_001910,redes sociais,0,1,40.9,38.5,0,2026-04-13
evt_001033,2026-03-19 20:00:00,demo_publisher,site C,sess_001219,page_123,notícias,meio do artigo,vídeo,tablet,BR,2,1,0,0,0.00683,user_002195,redes sociais,1,1,15.0,46.0,0,2026-03-19
evt_001034,2026-03-04 23:49:00,demo_publisher,site B,sess_001697,page_057,notícias,topo da página,mídia rica,celular,BR,3,2,1,0,0.01433,user_002716,redes sociais,0,1,41.9,55.9,1,2026-03-04
evt_001035,2026-04-14 13:28:00,demo_publisher,site C,sess_000345,page_051,estilo de vida,lateral,nativo,computador,BR,1,0,0,0,0.0,user_001954,orgânico,0,1,58.1,51.2,1,2026-04-14
evt_001036,2026-04-24 04:00:00,demo_publisher,site C,sess_000141,page_044,entretenimento,meio do artigo,banner,computador,BR,3,2,1,0,0.00247,user_002269,orgânico,0,1,145.7,41.0,1,2026-04-24
evt_001037,2026-03-01 21:08:00,demo_publisher,site C,sess_001087,page_043,estilo de vida,rodapé fixo,banner,computador,BR,1,0,0,0,0.0022,user_000632,redes sociais,1,1,152.7,8.8,0,2026-03-01
evt_001038,2026-03-27 04:48:00,demo_publisher,site A,sess_001619,page_128,notícias,topo da página,nativo,computador,BR,6,4,2,0,0.01264,user_001021,direto,0,1,29.9,36.8,1,2026-03-27
evt_001039,2026-04-19 15:07:00,demo_publisher,site B,sess_001530,page_020,entretenimento,topo da página,vídeo,computador,BR,1,0,0,0,0.0,user_000912,referência,1,1,51.4,37.9,0,2026-04-19
evt_001040,2026-04-12 08:52:00,demo_publisher,site B,sess_001056,page_119,entretenimento,topo da página,nativo,celular,US,6,5,4,0,0.01885,user_000196,orgânico,1,1,17.0,80.9,1,2026-04-12
evt_001041,2026-04-21 09:25:00,demo_publisher,site A,sess_001042,page_128,finanças,topo da página,banner,celular,MX,6,4,0,0,0.02007,user_002906,orgânico,0,1,12.5,94.0,1,2026-04-21
evt_001042,2026-03-25 21:54:00,demo_publisher,site A,sess_001220,page_118,notícias,lateral,vídeo,computador,BR,6,4,3,0,0.01781,user_000724,redes sociais,0,1,100.7,20.5,1,2026-03-25
evt_001043,2026-03-23 08:03:00,demo_publisher,site C,sess_001736,page_088,tecnologia,meio do artigo,banner,celular,BR,3,3,3,0,0.01027,user_001346,orgânico,0,1,12.4,73.1,1,2026-03-23
evt_001044,2026-04-12 13:12:00,demo_publisher,site A,sess_001683,page_119,entretenimento,topo da página,banner,tablet,BR,5,4,2,0,0.00519,user_001071,orgânico,0,1,98.3,82.4,1,2026-04-12
evt_001045,2026-03-10 05:12:00,demo_publisher,site C,sess_000220,page_005,tecnologia,intersticial,vídeo,computador,BR,6,3,2,0,0.0143,user_000134,orgânico,0,1,97.1,42.6,0,2026-03-10
evt_001046,2026-03-15 08:46:00,demo_publisher,site A,sess_001191,page_114,estilo de vida,topo da página,nativo,computador,MX,6,6,6,0,0.04544,user_002710,direto,0,1,29.1,25.5,0,2026-03-15
evt_001047,2026-04-06 01:12:00,demo_publisher,site A,sess_000762,page_072,estilo de vida,meio do artigo,banner,celular,BR,6,5,4,0,0.01749,user_000659,orgânico,0,1,25.3,90.8,0,2026-04-06
evt_001048,2026-04-10 02:34:00,demo_publisher,site A,sess_001599,page_134,entretenimento,rodapé fixo,banner,celular,MX,3,3,3,0,0.01102,user_000302,orgânico,0,1,43.6,54.3,1,2026-04-10
evt_001049,2026-03-08 04:19:00,demo_publisher,site B,sess_001012,page_012,notícias,lateral,nativo,celular,BR,5,5,4,0,0.03321,user_001027,orgânico,0,1,55.2,83.5,1,2026-03-08
evt_001050,2026-03-31 11:58:00,demo_publisher,site A,sess_001982,page_130,notícias,meio do artigo,banner,computador,BR,2,2,2,0,0.01028,user_000432,redes sociais,0,1,55.1,59.7,0,2026-03-31
evt_001051,2026-03-22 21:29:00,demo_publisher,site B,sess_000865,page_080,tecnologia,intersticial,banner,celular,BR,6,5,4,0,0.03119,user_002998,orgânico,0,1,37.0,87.5,0,2026-03-22
evt_001052,2026-03-31 02:30:00,demo_publisher,site B,sess_001358,page_015,notícias,meio do artigo,nativo,celular,BR,3,2,1,0,0.00816,user_000567,redes sociais,0,1,9.1,67.3,0,2026-03-31
evt_001053,2026-04-27 12:08:00,demo_publisher,site A,sess_000218,page_071,esportes,topo da página,nativo,computador,BR,2,2,2,0,0.00803,user_000908,referência,0,1,60.1,50.8,0,2026-04-27
evt_001054,2026-03-05 14:19:00,demo_publisher,site A,sess_001864,page_006,esportes,topo da página,banner,celular,BR,2,2,1,0,0.0081,user_000814,orgânico,1,1,114.9,48.4,1,2026-03-05
evt_001055,2026-04-29 17:28:00,demo_publisher,site B,sess_000307,page_012,esportes,intersticial,nativo,celular,US,6,6,3,0,0.01892,user_000080,orgânico,0,1,48.7,46.4,0,2026-04-29
evt_001056,2026-03-27 23:23:00,demo_publisher,site C,sess_000757,page_074,notícias,meio do artigo,nativo,computador,BR,2,2,1,0,0.01078,user_000039,orgânico,1,1,38.6,54.0,0,2026-03-27
evt_001057,2026-04-16 07:49:00,demo_publisher,site B,sess_001675,page_114,estilo de vida,rodapé fixo,banner,tablet,US,5,4,4,0,0.02162,user_001539,newsletter,0,1,134.2,56.7,0,2026-04-16
evt_001058,2026-03-26 11:14:00,demo_publisher,site B,sess_001934,page_016,finanças,topo da página,banner,computador,BR,2,1,1,0,0.00399,user_000698,redes sociais,1,1,28.1,73.4,0,2026-03-26
evt_001059,2026-03-19 15:47:00,demo_publisher,site B,sess_000969,page_037,estilo de vida,topo da página,banner,celular,AR,4,3,3,0,0.00325,user_000251,referência,0,1,54.5,50.1,0,2026-03-19
evt_001060,2026-04-16 05:39:00,demo_publisher,site C,sess_000969,page_055,esportes,rodapé fixo,banner,celular,BR,4,4,1,0,0.01292,user_000874,referência,1,1,116.4,93.2,0,2026-04-16
evt_001061,2026-04-11 06:14:00,demo_publisher,site A,sess_000098,page_076,entretenimento,intersticial,vídeo,computador,BR,4,3,3,0,0.01215,user_000822,newsletter,0,1,62.6,90.3,0,2026-04-11
evt_001062,2026-03-09 15:26:00,demo_publisher,site A,sess_001957,page_001,estilo de vida,topo da página,nativo,celular,BR,2,1,1,0,0.00447,user_001272,referência,0,1,125.0,63.8,1,2026-03-09
evt_001063,2026-04-12 07:47:00,demo_publisher,site A,sess_000033,page_089,entretenimento,topo da página,mídia rica,computador,BR,6,4,4,0,0.02042,user_002977,orgânico,1,1,40.0,95.1,0,2026-04-12
evt_001064,2026-04-15 04:25:00,demo_publisher,site A,sess_000053,page_070,esportes,lateral,banner,computador,BR,6,4,0,0,0.02715,user_000921,redes sociais,0,1,114.8,87.3,1,2026-04-15
evt_001065,2026-03-24 06:29:00,demo_publisher,site A,sess_000947,page_134,notícias,meio do artigo,nativo,computador,BR,6,5,5,0,0.01632,user_002114,newsletter,0,1,66.8,52.2,0,2026-03-24
evt_001066,2026-04-25 12:56:00,demo_publisher,site C,sess_000008,page_042,tecnologia,meio do artigo,nativo,celular,BR,3,3,3,0,0.01304,user_002305,direto,1,1,85.1,67.7,0,2026-04-25
evt_001067,2026-04-08 10:52:00,demo_publisher,site B,sess_000329,page_069,tecnologia,topo da página,vídeo,tablet,BR,2,2,2,0,0.0154,user_000152,direto,0,1,36.0,57.0,1,2026-04-08
evt_001068,2026-03-21 00:25:00,demo_publisher,site B,sess_001255,page_012,notícias,intersticial,mídia rica,computador,BR,4,3,1,0,0.0151,user_001504,referência,0,1,62.2,87.1,1,2026-03-21
evt_001069,2026-03-01 15:26:00,demo_publisher,site C,sess_001410,page_128,estilo de vida,topo da página,nativo,celular,BR,1,1,1,0,0.00195,user_001346,redes sociais,0,1,47.1,40.9,0,2026-03-01
evt_001070,2026-04-10 11:56:00,demo_publisher,site A,sess_000597,page_116,estilo de vida,topo da página,nativo,tablet,CL,5,5,1,0,0.01505,user_001523,direto,0,1,46.7,29.9,1,2026-04-10
evt_001071,2026-03-13 13:02:00,demo_publisher,site C,sess_001590,page_050,notícias,meio do artigo,mídia rica,celular,BR,2,1,0,0,0.00561,user_000515,redes sociais,1,1,70.9,57.9,0,2026-03-13
evt_001072,2026-04-15 09:23:00,demo_publisher,site B,sess_001215,page_065,estilo de vida,topo da página,mídia rica,computador,MX,2,1,0,0,0.00893,user_001395,orgânico,0,1,45.0,41.2,0,2026-04-15
evt_001073,2026-04-01 12:07:00,demo_publisher,site A,sess_000457,page_120,esportes,meio do artigo,mídia rica,computador,BR,5,2,2,0,0.02156,user_000369,orgânico,1,1,24.8,41.7,0,2026-04-01
evt_001074,2026-03-29 00:05:00,demo_publisher,site A,sess_001425,page_042,notícias,meio do artigo,banner,celular,US,4,2,0,0,0.00798,user_002837,direto,0,1,11.5,54.6,0,2026-03-29
evt_001075,2026-03-10 19:48:00,demo_publisher,site A,sess_001184,page_033,tecnologia,lateral,banner,computador,AR,1,1,1,0,0.00596,user_001761,newsletter,0,1,34.8,49.4,0,2026-03-10
evt_001076,2026-04-12 16:34:00,demo_publisher,site C,sess_001624,page_034,finanças,meio do artigo,banner,celular,BR,6,4,3,0,0.02732,user_000104,referência,0,1,76.9,60.4,0,2026-04-12
evt_001077,2026-03-10 22:54:00,demo_publisher,site C,sess_000309,page_099,tecnologia,topo da página,vídeo,celular,BR,4,2,1,0,0.0125,user_001517,orgânico,1,1,74.7,54.0,1,2026-03-10
evt_001078,2026-03-26 01:33:00,demo_publisher,site A,sess_000462,page_030,tecnologia,rodapé fixo,banner,celular,BR,2,2,1,0,0.01101,user_002779,referência,0,1,93.1,63.8,0,2026-03-26
evt_001079,2026-04-20 04:16:00,demo_publisher,site B,sess_000607,page_013,entretenimento,meio do artigo,banner,computador,CL,3,3,0,0,0.00634,user_002228,orgânico,0,1,20.8,45.2,0,2026-04-20
evt_001080,2026-04-25 05:19:00,demo_publisher,site A,sess_000683,page_023,finanças,meio do artigo,nativo,celular,BR,3,3,0,1,0.0168,user_000819,redes sociais,1,1,42.6,55.0,1,2026-04-25
evt_001081,2026-04-29 08:21:00,demo_publisher,site B,sess_001777,page_138,finanças,topo da página,banner,celular,BR,6,5,3,0,0.01684,user_002677,newsletter,1,1,20.8,83.7,0,2026-04-29
evt_001082,2026-04-27 11:32:00,demo_publisher,site A,sess_001465,page_122,esportes,lateral,vídeo,celular,BR,4,3,3,0,0.02736,user_000557,newsletter,1,1,39.2,81.9,0,2026-04-27
evt_001083,2026-04-03 08:35:00,demo_publisher,site A,sess_001088,page_133,estilo de vida,rodapé fixo,banner,computador,US,5,4,2,0,0.00588,user_000740,redes sociais,0,1,44.3,94.0,1,2026-04-03
evt_001084,2026-03-13 00:41:00,demo_publisher,site C,sess_001081,page_039,finanças,lateral,vídeo,computador,BR,1,1,1,1,0.00924,user_000465,direto,1,1,88.6,67.0,0,2026-03-13
evt_001085,2026-04-20 08:15:00,demo_publisher,site A,sess_001771,page_062,tecnologia,rodapé fixo,banner,computador,BR,4,3,2,0,0.02418,user_002769,orgânico,1,1,73.6,80.8,1,2026-04-20
evt_001086,2026-04-18 02:20:00,demo_publisher,site B,sess_000894,page_069,esportes,topo da página,nativo,computador,BR,1,0,0,0,0.00243,user_002151,direto,0,1,44.6,52.1,0,2026-04-18
evt_001087,2026-04-29 10:03:00,demo_publisher,site A,sess_000451,page_073,notícias,intersticial,nativo,celular,US,3,3,3,0,0.01004,user_001554,orgânico,0,1,13.3,67.5,0,2026-04-29
evt_001088,2026-04-09 01:21:00,demo_publisher,site A,sess_000274,page_004,tecnologia,topo da página,banner,celular,BR,4,3,2,0,0.01705,user_002004,orgânico,0,1,29.7,60.3,0,2026-04-09
