event_id,timestamp,user_id,session_id,page_id,page_category,device,traffic_source,is_returning_user,page_views,time_on_page_seconds,scroll_depth_pct,bounce
evt_001642,2026-03-27 19:56:00,user_002946,sess_000835,page_131,finanças,celular,direto,0,1,40.3,89.5,0
evt_001643,2026-04-05 16:10:00,user_002809,sess_001255,page_127,notícias,computador,orgânico,1,1,50.2,1.0,0
evt_001644,2026-03-08 22:07:00,user_000962,sess_000214,page_098,esportes,celular,referência,0,1,46.1,28.3,0
evt_001645,2026-03-18 16:26:00,user_001470,sess_001077,page_075,tecnologia,computador,redes sociais,1,1,84.9,37.4,1
evt_001646,2026-03-21 14:38:00,user_001389,sess_001115,page_097,estilo de vida,celular,direto,0,1,99.9,40.7,0
evt_001647,2026-04-09 19:36:00,user_000101,sess_000063,page_063,tecnologia,celular,referência,1,1,39.4,77.9,1
evt_001648,2026-04-28 14:27:00,user_002305,sess_001097,page_026,notícias,celular,redes sociais,0,1,68.8,17.0,1
evt_001649,2026-04-20 04:11:00,user_001723,sess_001446,page_054,finanças,celular,redes sociais,0,1,17.6,81.8,1
evt_001650,2026-03-12 09:15:00,user_001114,sess_000735,page_065,tecnologia,computador,redes sociais,0,1,65.1,55.5,0
evt_001651,2026-03-02 02:09:00,user_001675,sess_001090,page_007,esportes,celular,redes sociais,1,1,4.9,33.3,1
evt_001652,2026-03-04 02:45:00,user_002206,sess_000572,page_118,notícias,celular,direto,1,1,25.8,91.0,0
evt_001653,2026-04-05 17:49:00,user_000045,sess_000542,page_127,esportes,computador,referência,1,1,19.0,28.8,0
evt_001654,2026-03-10 09:00:00,user_001938,sess_000259,page_059,esportes,celular,orgânico,1,1,6.5,73.9,0
evt_001655,2026-03-14 21:02:00,user_002583,sess_000656,page_069,notícias,computador,orgânico,0,1,36.4,82.2,1
evt_001656,2026-04-20 20:14:00,user_002179,sess_001606,page_117,entretenimento,computador,redes sociais,0,1,101.8,18.5,0
evt_001657,2026-04-22 10:23:00,user_001860,sess_001871,page_064,finanças,celular,orgânico,1,1,11.5,43.0,1
evt_001658,2026-04-20 08:12:00,user_000272,sess_001271,page_096,estilo de vida,computador,direto,0,1,71.7,82.9,1
evt_001659,2026-03-16 05:16:00,user_002234,sess_001249,page_072,notícias,computador,redes sociais,0,1,112.7,59.4,0
evt_001660,2026-04-07 04:20:00,user_002252,sess_001228,page_038,estilo de vida,computador,orgânico,1,1,124.9,69.3,1
evt_001661,2026-04-06 15:30:00,user_001482,sess_000952,page_111,estilo de vida,celular,direto,0,1,37.0,57.4,1
evt_001662,2026-03-12 02:45:00,user_001748,sess_000846,page_027,entretenimento,computador,orgânico,1,1,35.3,71.6,1
evt_001663,2026-04-03 05:05:00,user_001855,sess_001242,page_032,finanças,computador,direto,1,1,27.3,39.9,1
evt_001664,2026-04-01 12:22:00,user_000364,sess_001569,page_097,tecnologia,computador,orgânico,0,1,108.5,70.9,0
evt_001665,2026-03-24 18:28:00,user_000773,sess_000828,page_099,esportes,computador,orgânico,0,1,54.7,52.7,0
evt_001666,2026-04-15 02:23:00,user_002377,sess_001132,page_133,estilo de vida,computador,orgânico,0,1,29.8,51.9,0
evt_001667,2026-04-10 15:46:00,user_002921,sess_000940,page_099,entretenimento,celular,redes sociais,0,1,22.5,28.9,0
evt_001668,2026-04-01 23:01:00,user_000811,sess_000571,page_004,estilo de vida,celular,direto,1,1,65.8,25.0,0
evt_001669,2026-04-13 13:06:00,user_001202,sess_000581,page_119,tecnologia,celular,redes sociais,1,1,27.7,53.2,0
evt_001670,2026-04-15 18:52:00,user_002745,sess_000158,page_058,entretenimento,celular,orgânico,1,1,68.4,80.6,0
evt_001671,2026-04-04 00:23:00,user_000487,sess_000880,page_002,entretenimento,computador,redes sociais,0,1,48.1,60.1,0
evt_001672,2026-03-17 01:27:00,user_000784,sess_001425,page_081,notícias,computador,redes sociais,1,1,183.3,36.6,1
evt_001673,2026-04-15 12:07:00,user_000168,sess_001371,page_024,notícias,celular,direto,0,1,32.7,52.6,1
evt_001674,2026-04-13 01:21:00,user_000705,sess_001971,page_058,estilo de vida,computador,orgânico,1,1,60.0,50.6,1
evt_001675,2026-04-29 00:07:00,user_001908,sess_000080,page_066,entretenimento,celular,direto,1,1,61.5,39.6,0
evt_001676,2026-03-09 23:41:00,user_001045,sess_001521,page_011,finanças,computador,direto,0,1,63.4,72.5,0
evt_001677,2026-03-26 03:45:00,user_002950,sess_001590,page_119,esportes,celular,direto,1,1,27.4,36.8,0
evt_001678,2026-04-25 10:53:00,user_002674,sess_000873,page_071,finanças,computador,redes sociais,0,1,18.4,50.4,0
evt_001679,2026-03-31 20:59:00,user_002687,sess_000566,page_135,notícias,celular,orgânico,0,1,54.3,34.2,0
evt_001680,2026-04-26 13:22:00,user_002179,sess_000714,page_065,notícias,tablet,orgânico,0,1,100.9,41.0,0
evt_001681,2026-03-01 17:57:00,user_002106,sess_001365,page_083,notícias,computador,referência,0,1,59.7,86.9,0
evt_001682,2026-03-03 02:38:00,user_001529,sess_001724,page_113,notícias,computador,redes sociais,1,1,31.2,42.1,0
evt_001683,2026-04-17 18:16:00,user_002971,sess_001285,page_030,tecnologia,computador,redes sociais,1,1,135.2,46.6,1
evt_001684,2026-03-22 12:08:00,user_000287,sess_001028,page_127,esportes,computador,redes sociais,1,1,37.7,72.2,1
evt_001685,2026-04-01 05:07:00,user_002168,sess_001305,page_026,notícias,celular,orgânico,0,1,74.1,77.0,0
evt_001686,2026-03-26 16:20:00,user_000421,sess_000142,page_139,finanças,tablet,orgânico,0,1,27.7,54.1,0
evt_001687,2026-03-25 11:27:00,user_001018,sess_001216,page_089,esportes,celular,redes sociais,0,1,84.1,81.4,1
evt_001688,2026-04-26 08:50:00,user_000767,sess_000085,page_073,esportes,celular,orgânico,1,1,31.9,36.6,0
evt_001689,2026-03-06 15:27:00,user_001804,sess_001918,page_030,esportes,celular,newsletter,0,1,23.3,69.9,1
evt_001690,2026-04-16 07:59:00,user_002361,sess_001778,page_080,notícias,computador,orgânico,0,1,75.2,54.8,0
evt_001691,2026-04-23 09:06:00,user_000240,sess_001017,page_077,estilo de vida,tablet,direto,0,1,34.0,65.0,0
evt_001692,2026-04-09 10:40:00,user_001805,sess_000748,page_137,notícias,celular,orgânico,0,1,49.7,68.4,1
evt_001693,2026-03-24 16:48:00,user_000665,sess_001464,page_117,notícias,computador,referência,1,1,30.4,55.0,1
evt_001694,2026-03-10 14:25:00,user_000231,sess_001275,page_068,notícias,tablet,referência,0,1,21.5,66.8,0
evt_001695,2026-04-10 22:55:00,user_001253,sess_001411,page_055,esportes,celular,orgânico,0,1,46.5,72.0,0
evt_001696,2026-03-29 03:04:00,user_001744,sess_001031,page_054,notícias,computador,redes sociais,0,1,43.3,24.0,0
evt_001697,2026-03-09 23:05:00,user_000606,sess_000473,page_053,esportes,celular,newsletter,0,1,61.3,38.9,0
evt_001698,2026-03-22 13:53:00,user_001170,sess_000147,page_002,esportes,computador,redes sociais,0,1,55.0,74.7,1
evt_001699,2026-04-27 16:37:00,user_002860,sess_000567,page_006,notícias,computador,orgânico,1,1,69.1,18.0,1
evt_001700,2026-03-16 22:09:00,user_001040,sess_001058,page_105,entretenimento,computador,direto,0,1,15.3,33.8,1
evt_001701,2026-03-11 16:57:00,user_002986,sess_000848,page_036,esportes,celular,orgânico,0,1,34.2,87.3,1
evt_001702,2026-04-10 22:02:00,user_002502,sess_001013,page_058,notícias,computador,orgânico,0,1,70.8,49.0,1
evt_001703,2026-03-12 23:20:00,user_001113,sess_000556,page_098,finanças,computador,referência,0,1,97.8,68.5,0
evt_001704,2026-04-25 04:40:00,user_001730,sess_001875,page_085,notícias,computador,newsletter,1,1,117.5,64.7,0
evt_001705,2026-04-21 12:56:00,user_002127,sess_000734,page_051,tecnologia,computador,orgânico,0,1,96.4,65.6,0
evt_001706,2026-04-29 00:17:00,user_001394,sess_001692,page_105,notícias,celular,orgânico,1,1,26.8,46.3,1
evt_001707,2026-04-24 18:07:00,user_001223,sess_000782,page_023,finanças,celular,orgânico,0,1,56.5,57.5,1
evt_001708,2026-03-15 15:01:00,user_000989,sess_000887,page_066,entretenimento,computador,referência,1,1,27.7,99.6,0
evt_001709,2026-03-13 17:29:00,user_000419,sess_001208,page_015,notícias,computador,referência,0,1,62.1,30.1,1
evt_001710,2026-03-21 13:24:00,user_000075,sess_000527,page_074,notícias,computador,referência,0,1,60.5,42.7,0
evt_001711,2026-03-29 04:30:00,user_001011,sess_000440,page_014,estilo de vida,celular,orgânico,1,1,7.0,33.3,1
evt_001712,2026-04-22 19:11:00,user_002387,sess_000759,page_131,entretenimento,celular,orgânico,1,1,96.2,52.6,1
evt_001713,2026-04-14 00:13:00,user_000700,sess_001608,page_092,esportes,computador,redes sociais,0,1,58.7,38.0,0
evt_001714,2026-04-08 15:59:00,user_000540,sess_000290,page_035,estilo de vida,computador,orgânico,0,1,25.9,81.9,0
evt_001715,2026-04-22 16:50:00,user_000984,sess_000875,page_086,notícias,computador,orgânico,0,1,8.2,88.3,1
evt_001716,2026-04-08 18:04:00,user_001797,sess_001344,page_049,estilo de vida,celular,orgânico,0,1,179.3,55.8,0
evt_001717,2026-03-23 17:50:00,user_000645,sess_001412,page_073,esportes,computador,direto,0,1,63.9,36.1,0
evt_001718,2026-03-25 18:43:00,user_000661,sess_000869,page_024,estilo de vida,celular,direto,0,1,58.2,93.0,1
evt_001719,2026-04-01 00:30:00,user_000337,sess_000163,page_070,notícias,celular,direto,0,1,67.2,41.3,0
evt_001720,2026-03-06 07:49:00,user_000997,sess_000032,page_015,finanças,computador,orgânico,0,1,54.4,68.9,0
evt_001721,2026-04-14 12:04:00,user_000653,sess_000940,page_022,esportes,computador,direto,0,1,20.5,63.8,0
evt_001722,2026-04-09 03:59:00,user_002493,sess_001620,page_082,estilo de vida,tablet,redes sociais,0,1,44.9,36.8,0
evt_001723,2026-04-13 20:50:00,user_002717,sess_000057,page_070,tecnologia,computador,orgânico,1,1,32.5,48.0,1
evt_001724,2026-04-02 00:52:00,user_001112,sess_001775,page_041,tecnologia,celular,redes sociais,0,1,99.5,93.5,1
evt_001725,2026-04-16 23:27:00,user_000256,sess_001352,page_009,entretenimento,celular,direto,1,1,77.9,61.9,1
evt_001726,2026-04-26 23:38:00,user_000263,sess_000017,page_059,finanças,computador,orgânico,0,1,82.9,74.3,0
evt_001727,2026-04-04 04:42:00,user_000974,sess_000688,page_129,estilo de vida,celular,referência,0,1,9.2,72.7,1
evt_001728,2026-03-27 15:54:00,user_001390,sess_000441,page_099,notícias,computador,redes sociais,1,1,122.0,65.0,0
evt_001729,2026-03-07 06:38:00,user_001585,sess_001898,page_009,entretenimento,computador,direto,1,1,18.8,76.6,1
evt_001730,2026-04-16 17:17:00,user_000913,sess_001110,page_131,estilo de vida,celular,referência,1,1,176.6,67.3,1
evt_001731,2026-04-24 05:43:00,user_001064,sess_000648,page_059,finanças,tablet,direto,0,1,30.5,61.8,0
evt_001732,2026-04-11 23:15:00,user_000851,sess_000556,page_081,finanças,computador,redes sociais,0,1,61.6,100.0,0
evt_001733,2026-04-21 22:25:00,user_001553,sess_001128,page_001,tecnologia,celular,orgânico,1,1,35.9,44.7,1
evt_001734,2026-04-21 16:07:00,user_002091,sess_000011,page_044,tecnologia,computador,redes sociais,0,1,3.0,48.9,0
evt_001735,2026-04-17 21:15:00,user_000131,sess_000515,page_110,tecnologia,celular,referência,0,1,17.2,84.3,0
evt_001736,2026-03-31 04:08:00,user_001436,sess_000331,page_046,finanças,computador,newsletter,1,1,102.5,80.4,1
evt_001737,2026-03-06 23:48:00,user_001946,sess_001240,page_024,esportes,celular,direto,0,1,51.5,48.5,1
evt_001738,2026-03-01 04:40:00,user_002017,sess_001338,page_013,entretenimento,tablet,direto,0,1,84.1,47.0,0
evt_001739,2026-03-13 06:19:00,user_001690,sess_000934,page_129,estilo de vida,celular,direto,0,1,3.7,56.8,0
evt_001740,2026-03-26 20:40:00,user_001575,sess_000280,page_113,estilo de vida,computador,direto,0,1,24.3,63.1,1
evt_001741,2026-04-14 14:47:00,user_002043,sess_000741,page_007,estilo de vida,tablet,orgânico,0,1,70.4,56.9,1
evt_001742,2026-03-28 08:21:00,user_001135,sess_001685,page_129,estilo de vida,computador,redes sociais,0,1,29.2,46.5,0
evt_001743,2026-03-02 09:19:00,user_001702,sess_000408,page_115,tecnologia,celular,redes sociais,1,1,157.2,70.5,1
evt_001744,2026-03-13 14:53:00,user_000959,sess_000327,page_051,estilo de vida,celular,redes sociais,1,1,273.9,58.2,0
evt_001745,2026-04-28 18:05:00,user_001314,sess_000223,page_092,entretenimento,celular,redes sociais,0,1,45.6,74.6,1
evt_001746,2026-04-29 06:45:00,user_000373,sess_001633,page_036,tecnologia,computador,newsletter,1,1,47.4,60.0,0
evt_001747,2026-03-23 15:05:00,user_001051,sess_000240,page_035,finanças,celular,referência,1,1,36.2,34.8,0
evt_001748,2026-04-18 07:10:00,user_000427,sess_001163,page_100,notícias,celular,referência,1,1,83.5,66.9,0
evt_001749,2026-04-13 03:48:00,user_000680,sess_001998,page_029,estilo de vida,celular,referência,0,1,54.0,76.7,0
evt_001750,2026-04-25 21:01:00,user_001258,sess_001283,page_050,estilo de vida,tablet,direto,0,1,167.2,65.2,0
evt_001751,2026-04-23 06:06:00,user_001500,sess_000825,page_050,finanças,computador,direto,1,1,28.4,33.6,0
evt_001752,2026-04-07 17:23:00,user_002826,sess_000414,page_021,entretenimento,computador,orgânico,0,1,68.2,63.1,0
evt_001753,2026-03-24 16:16:00,user_000079,sess_000004,page_116,notícias,celular,referência,1,1,97.0,48.0,0
evt_001754,2026-04-07 14:23:00,user_002695,sess_000311,page_094,esportes,computador,orgânico,0,1,76.6,58.6,0
evt_001755,2026-03-20 03:33:00,user_000985,sess_001905,page_120,tecnologia,celular,direto,1,1,166.5,67.4,0
evt_001756,2026-03-21 21:15:00,user_002172,sess_000288,page_073,entretenimento,computador,orgânico,1,1,84.3,52.6,0
evt_001757,2026-04-06 12:35:00,user_002033,sess_000040,page_025,finanças,celular,redes sociais,1,1,34.4,78.1,0
evt_001758,2026-04-04 06:48:00,user_002912,sess_001632,page_039,notícias,celular,orgânico,1,1,152.9,67.1,1
evt_001759,2026-04-04 20:37:00,user_000327,sess_000837,page_050,finanças,celular,direto,1,1,44.8,72.6,1
evt_001760,2026-03-24 01:55:00,user_002901,sess_000714,page_131,finanças,celular,referência,1,1,22.2,58.4,0
evt_001761,2026-03-25 13:09:00,user_000189,sess_001435,page_034,finanças,computador,orgânico,0,1,108.4,85.5,0
evt_001762,2026-03-01 14:40:00,user_002632,sess_001046,page_097,esportes,computador,orgânico,0,1,20.2,87.0,1
evt_001763,2026-04-06 02:33:00,user_001956,sess_001829,page_018,esportes,celular,newsletter,1,1,40.7,57.4,0
evt_001764,2026-04-04 13:07:00,user_001446,sess_000935,page_133,estilo de vida,tablet,orgânico,0,1,71.3,48.1,0
evt_001765,2026-04-26 02:56:00,user_001193,sess_001426,page_090,estilo de vida,celular,direto,1,1,8.7,49.7,1
evt_001766,2026-03-31 06:09:00,user_000281,sess_001757,page_060,estilo de vida,celular,referência,0,1,30.7,73.7,0
evt_001767,2026-03-29 01:24:00,user_002405,sess_000927,page_049,esportes,computador,direto,0,1,15.1,59.8,0
evt_001768,2026-03-05 01:27:00,user_002184,sess_000569,page_050,esportes,celular,orgânico,0,1,54.6,53.1,1
evt_001769,2026-03-12 19:18:00,user_002811,sess_001948,page_032,esportes,celular,direto,0,1,44.2,43.1,0
evt_001770,2026-03-21 06:46:00,user_002191,sess_000454,page_084,entretenimento,computador,newsletter,1,1,88.6,65.7,0
evt_001771,2026-03-23 15:10:00,user_002871,sess_000079,page_121,esportes,computador,orgânico,0,1,151.0,70.2,1
evt_001772,2026-03-22 18:16:00,user_002660,sess_001156,page_034,estilo de vida,celular,direto,1,1,41.2,56.4,0
evt_001773,2026-03-24 15:30:00,user_001277,sess_001973,page_105,finanças,celular,orgânico,0,1,91.5,71.4,1
evt_001774,2026-04-16 03:14:00,user_002111,sess_000173,page_079,entretenimento,computador,newsletter,1,1,20.8,67.8,0
evt_001775,2026-03-08 20:47:00,user_000793,sess_001698,page_108,esportes,celular,orgânico,1,1,112.7,76.3,1
evt_001776,2026-03-20 22:27:00,user_002385,sess_001661,page_107,finanças,computador,orgânico,1,1,160.6,48.4,1
evt_001777,2026-03-10 18:32:00,user_001826,sess_001857,page_006,tecnologia,celular,orgânico,0,1,46.2,43.6,0
evt_001778,2026-03-19 11:13:00,user_001321,sess_000843,page_003,notícias,celular,newsletter,0,1,31.2,49.8,1
evt_001779,2026-04-11 01:46:00,user_001884,sess_000510,page_128,estilo de vida,celular,redes sociais,0,1,37.2,58.5,0
evt_001780,2026-03-03 19:20:00,user_000832,sess_001024,page_022,esportes,celular,orgânico,0,1,25.8,48.6,0
evt_001781,2026-03-21 08:50:00,user_001867,sess_000285,page_080,entretenimento,celular,orgânico,0,1,78.9,52.3,1
evt_001782,2026-03-02 10:06:00,user_001424,sess_001685,page_105,tecnologia,celular,referência,0,1,64.6,72.3,0
evt_001783,2026-04-27 07:03:00,user_000966,sess_001326,page_071,notícias,celular,orgânico,1,1,23.0,28.9,0
evt_001784,2026-04-13 15:15:00,user_002926,sess_000967,page_001,tecnologia,celular,direto,0,1,51.8,42.0,0
evt_001785,2026-03-15 14:46:00,user_000192,sess_001032,page_002,tecnologia,celular,redes sociais,0,1,50.1,44.2,1
evt_001786,2026-03-12 21:24:00,user_002273,sess_001424,page_094,estilo de vida,celular,direto,1,1,31.0,82.8,1
evt_001787,2026-03-06 22:27:00,user_000630,sess_001046,page_125,esportes,computador,direto,1,1,103.0,59.4,0
evt_001788,2026-03-29 08:56:00,user_000668,sess_001679,page_048,notícias,celular,referência,0,1,59.3,62.4,0
evt_001789,2026-04-15 05:02:00,user_000464,sess_001849,page_076,estilo de vida,computador,orgânico,1,1,70.1,41.1,0
evt_001790,2026-04-05 01:15:00,user_000308,sess_001899,page_130,finanças,celular,redes sociais,0,1,79.5,56.0,0
evt_001791,2026-04-22 20:41:00,user_000372,sess_001240,page_115,tecnologia,computador,orgânico,1,1,93.9,6.4,1
evt_001792,2026-03-21 15:05:00,user_002498,sess_001485,page_076,esportes,computador,redes sociais,0,1,164.6,58.9,0
evt_001793,2026-03-17 16:28:00,user_002778,sess_000622,page_092,estilo de vida,computador,redes sociais,0,1,71.2,44.3,0
evt_001794,2026-03-29 16:23:00,user_001754,sess_000077,page_134,esportes,celular,redes sociais,0,1,56.5,25.4,1
evt_001795,2026-03-13 03:00:00,user_000042,sess_000800,page_111,estilo de vida,tablet,newsletter,1,1,121.1,63.7,0
evt_001796,2026-04-28 12:55:00,user_002593,sess_001743,page_058,notícias,computador,newsletter,0,1,53.6,39.0,0
evt_001797,2026-03-12 03:30:00,user_001805,sess_000267,page_097,esportes,computador,orgânico,0,1,135.6,59.6,1
evt_001798,2026-03-29 17:34:00,user_001563,sess_001091,page_046,notícias,celular,direto,1,1,26.2,63.3,1
evt_001799,2026-04-01 07:41:00,user_002842,sess_000385,page_129,estilo de vida,celular,direto,1,1,98.1,100.0,0
evt_001800,2026-03-04 10:08:00,user_001229,sess_000859,page_014,esportes,computador,newsletter,0,1,31.5,49.8,0
evt_001801,2026-03-29 02:31:00,user_001080,sess_000287,page_032,tecnologia,celular,orgânico,0,1,24.6,61.4,1
evt_001802,2026-03-28 06:46:00,user_002339,sess_001469,page_049,notícias,celular,redes sociais,0,1,29.9,56.6,1
evt_001803,2026-03-16 13:35:00,user_001581,sess_001620,page_029,estilo de vida,computador,redes sociais,0,1,12.6,42.3,1
evt_001804,2026-03-08 16:16:00,user_002150,sess_001516,page_083,estilo de vida,celular,orgânico,0,1,9.1,61.6,0
evt_001805,2026-03-03 17:02:00,user_002087,sess_001410,page_100,notícias,computador,redes sociais,0,1,14.3,73.0,1
evt_001806,2026-03-01 12:21:00,user_002518,sess_000471,page_124,notícias,tablet,orgânico,0,1,28.3,68.5,0
evt_001807,2026-03-29 21:20:00,user_000952,sess_001061,page_070,esportes,celular,orgânico,0,1,63.0,71.4,0
evt_001808,2026-03-06 09:22:00,user_000217,sess_000210,page_087,estilo de vida,celular,direto,0,1,27.8,41.7,1
evt_001809,2026-04-27 13:26:00,user_001433,sess_000749,page_084,entretenimento,tablet,orgânico,0,1,169.6,59.1,0
evt_001810,2026-03-15 16:26:00,user_001943,sess_001012,page_001,notícias,computador,orgânico,0,1,10.1,25.7,0
evt_001811,2026-04-09 03:37:00,user_002451,sess_001337,page_099,tecnologia,celular,redes sociais,0,1,106.0,23.1,1
evt_001812,2026-04-10 09:49:00,user_000801,sess_000194,page_004,estilo de vida,celular,direto,1,1,73.6,91.6,1
evt_001813,2026-03-30 17:31:00,user_002236,sess_001625,page_077,estilo de vida,celular,direto,0,1,30.9,59.8,1
evt_001814,2026-04-23 00:24:00,user_002496,sess_000918,page_139,finanças,celular,newsletter,0,1,45.6,78.2,0
evt_001815,2026-03-07 15:23:00,user_002425,sess_001762,page_110,entretenimento,computador,redes sociais,0,1,143.6,70.3,1
evt_001816,2026-03-15 01:00:00,user_002424,sess_001055,page_071,finanças,computador,orgânico,1,1,48.7,65.0,0
evt_001817,2026-03-16 03:30:00,user_002962,sess_001094,page_045,tecnologia,computador,orgânico,0,1,22.8,84.3,1
evt_001818,2026-03-09 02:59:00,user_001983,sess_001385,page_117,esportes,celular,redes sociais,0,1,26.4,54.8,1
evt_001819,2026-03-18 16:28:00,user_001111,sess_001639,page_120,tecnologia,computador,orgânico,0,1,42.8,14.5,1
evt_001820,2026-03-19 18:16:00,user_001310,sess_000316,page_052,entretenimento,celular,referência,0,1,172.1,61.1,1
evt_001821,2026-04-15 21:19:00,user_002241,sess_001023,page_015,entretenimento,computador,redes sociais,0,1,29.8,76.3,0
evt_001822,2026-03-19 02:20:00,user_000710,sess_000060,page_081,esportes,celular,redes sociais,1,1,117.0,29.4,0
evt_001823,2026-04-22 14:27:00,user_001808,sess_000949,page_089,tecnologia,computador,referência,0,1,35.2,52.0,0
evt_001824,2026-04-16 08:39:00,user_001718,sess_001627,page_130,notícias,celular,direto,0,1,26.7,79.8,1
evt_001825,2026-04-24 02:21:00,user_002000,sess_001730,page_124,estilo de vida,computador,direto,1,1,46.9,75.4,0
evt_001826,2026-03-07 07:31:00,user_001264,sess_000567,page_032,esportes,computador,redes sociais,0,1,9.7,55.0,0
evt_001827,2026-04-29 01:46:00,user_002219,sess_000773,page_036,estilo de vida,computador,orgânico,0,1,76.7,42.2,0
evt_001828,2026-04-06 20:06:00,user_000215,sess_001103,page_139,finanças,tablet,redes sociais,1,1,50.8,65.4,0
evt_001829,2026-04-28 22:36:00,user_002249,sess_000792,page_046,notícias,celular,orgânico,1,1,63.8,62.4,0
evt_001830,2026-03-22 06:58:00,user_002435,sess_000356,page_064,esportes,celular,redes sociais,0,1,126.4,72.4,1
evt_001831,2026-04-27 04:19:00,user_002657,sess_000610,page_043,notícias,tablet,referência,0,1,42.9,54.7,1
evt_001832,2026-04-05 07:35:00,user_002768,sess_000808,page_055,finanças,celular,redes sociais,0,1,46.6,96.6,1
evt_001833,2026-03-05 07:25:00,user_001048,sess_001037,page_079,tecnologia,celular,orgânico,1,1,85.5,62.2,1
evt_001834,2026-03-25 14:34:00,user_000140,sess_001841,page_041,tecnologia,celular,orgânico,0,1,20.1,50.5,0
evt_001835,2026-03-09 06:25:00,user_001960,sess_001090,page_058,tecnologia,computador,referência,0,1,10.2,46.4,0
evt_001836,2026-04-26 11:26:00,user_000271,sess_000774,page_050,tecnologia,computador,orgânico,1,1,17.1,40.4,0
evt_001837,2026-03-19 06:25:00,user_000841,sess_001321,page_016,esportes,celular,redes sociais,0,1,21.9,78.0,1
evt_001838,2026-03-14 08:12:00,user_002107,sess_001546,page_110,finanças,celular,direto,0,1,111.9,61.5,0
evt_001839,2026-04-03 04:10:00,user_001784,sess_000861,page_124,finanças,computador,orgânico,0,1,48.1,8.4,0
evt_001840,2026-03-26 12:13:00,user_001820,sess_000979,page_069,notícias,celular,direto,0,1,56.3,49.7,0
evt_001841,2026-03-06 19:38:00,user_002253,sess_000436,page_029,estilo de vida,computador,orgânico,0,1,62.9,82.1,1
evt_001842,2026-04-18 23:45:00,user_000495,sess_001729,page_090,tecnologia,celular,direto,0,1,117.2,48.3,1
evt_001843,2026-04-20 17:56:00,user_002373,sess_001733,page_075,estilo de vida,celular,orgânico,0,1,52.4,30.5,0
evt_001844,2026-04-14 13:51:00,user_001760,sess_000350,page_077,tecnologia,computador,orgânico,0,1,17.8,48.0,0
evt_001845,2026-04-07 00:07:00,user_001260,sess_000692,page_083,notícias,computador,orgânico,0,1,55.4,69.3,0
evt_001846,2026-03-25 03:40:00,user_001391,sess_000544,page_100,tecnologia,celular,referência,0,1,167.7,52.6,1
evt_001847,2026-04-02 13:00:00,user_001526,sess_001845,page_006,notícias,celular,redes sociais,1,1,38.0,38.7,1
evt_001848,2026-04-01 06:14:00,user_001651,sess_000131,page_014,entretenimento,celular,referência,0,1,129.7,69.1,0
evt_001849,2026-03-10 22:02:00,user_001002,sess_000415,page_014,esportes,celular,redes sociais,0,1,66.5,80.4,0
evt_001850,2026-03-05 21:48:00,user_000669,sess_000630,page_022,finanças,computador,referência,0,1,131.3,94.6,0
evt_001851,2026-03-16 04:41:00,user_000507,sess_001120,page_136,finanças,computador,redes sociais,1,1,31.6,69.5,0
evt_001852,2026-03-28 06:14:00,user_001022,sess_000498,page_102,esportes,celular,redes sociais,0,1,27.3,53.9,0
evt_001853,2026-03-10 14:50:00,user_000782,sess_001073,page_093,esportes,celular,direto,0,1,5.2,66.1,0
evt_001854,2026-03-07 09:36:00,user_001548,sess_001494,page_098,notícias,computador,orgânico,0,1,39.8,82.5,0
evt_001855,2026-04-21 02:47:00,user_002736,sess_001657,page_005,estilo de vida,computador,referência,0,1,23.4,78.2,1
evt_001856,2026-03-23 11:59:00,user_000325,sess_000199,page_030,entretenimento,computador,referência,0,1,34.0,56.0,0
evt_001857,2026-04-05 01:17:00,user_000927,sess_000278,page_111,esportes,computador,orgânico,0,1,69.5,38.4,0
evt_001858,2026-04-01 10:36:00,user_000148,sess_000191,page_065,finanças,celular,referência,0,1,5.0,70.3,0
evt_001859,2026-04-14 02:35:00,user_002924,sess_001819,page_071,tecnologia,tablet,orgânico,1,1,73.6,57.2,0
evt_001860,2026-04-14 09:19:00,user_002102,sess_001304,page_105,finanças,computador,direto,1,1,33.2,74.6,1
evt_001861,2026-03-18 18:17:00,user_000725,sess_001063,page_011,tecnologia,celular,referência,0,1,106.3,35.6,1
evt_001862,2026-04-20 20:59:00,user_001243,sess_001582,page_112,finanças,computador,orgânico,0,1,107.6,52.4,0
evt_001863,2026-03-23 06:36:00,user_002169,sess_001172,page_095,finanças,computador,orgânico,1,1,41.4,83.1,1
evt_001864,2026-04-20 02:41:00,user_002873,sess_000471,page_057,notícias,computador,direto,1,1,30.3,61.2,0
evt_001865,2026-03-25 06:59:00,user_001722,sess_001020,page_070,notícias,computador,redes sociais,0,1,54.5,34.0,1
evt_001866,2026-03-07 15:49:00,user_000813,sess_001406,page_011,estilo de vida,computador,redes sociais,0,1,104.9,83.7,0
evt_001867,2026-04-15 14:25:00,user_002090,sess_000073,page_029,tecnologia,celular,direto,0,1,88.3,51.6,0
evt_001868,2026-03-02 19:25:00,user_002057,sess_001213,page_035,notícias,celular,orgânico,0,1,177.2,65.1,1
evt_001869,2026-04-16 08:11:00,user_001932,sess_000994,page_123,entretenimento,celular,orgânico,0,1,28.0,47.8,0
evt_001870,2026-03-03 14:09:00,user_000138,sess_000139,page_016,esportes,celular,newsletter,1,1,31.1,63.0,0
