event_id,timestamp,publisher_id,site_id,session_id,page_id,page_category,ad_unit,ad_format,device,country,ad_requests,impressions,viewable_impressions,clicks,revenue
evt_000782,2026-03-08 08:44:00,demo_publisher,site A,sess_000794,page_058,estilo de vida,meio do artigo,banner,celular,BR,2,2,2,0,0.00373
evt_000783,2026-03-08 07:34:00,demo_publisher,site C,sess_001397,page_118,finanças,meio do artigo,banner,celular,BR,2,2,1,0,0.00673
evt_000784,2026-03-29 16:34:00,demo_publisher,site A,sess_000482,page_035,estilo de vida,lateral,banner,computador,BR,6,4,2,0,0.02717
evt_000785,2026-04-05 07:05:00,demo_publisher,site A,sess_001948,page_077,esportes,rodapé fixo,banner,tablet,BR,1,0,0,0,0.0
evt_000786,2026-03-02 22:37:00,demo_publisher,site C,sess_001299,page_018,tecnologia,meio do artigo,nativo,computador,BR,1,1,1,0,0.00292
evt_000787,2026-04-11 03:58:00,demo_publisher,site A,sess_000057,page_030,tecnologia,topo da página,banner,celular,BR,3,3,2,0,0.02738
evt_000788,2026-04-02 16:05:00,demo_publisher,site A,sess_000495,page_025,tecnologia,meio do artigo,mídia rica,tablet,BR,3,2,0,0,0.0142
evt_000789,2026-03-01 17:42:00,demo_publisher,site A,sess_001481,page_104,esportes,rodapé fixo,vídeo,celular,BR,6,4,2,0,0.02591
evt_000790,2026-03-06 17:46:00,demo_publisher,site B,sess_001726,page_029,estilo de vida,rodapé fixo,nativo,tablet,BR,2,2,2,0,0.00619
evt_000791,2026-03-28 06:13:00,demo_publisher,site A,sess_001853,page_094,notícias,rodapé fixo,mídia rica,computador,BR,2,2,2,0,0.01325
evt_000792,2026-04-13 08:31:00,demo_publisher,site C,sess_001702,page_049,finanças,intersticial,nativo,celular,BR,2,1,0,0,0.00811
evt_000793,2026-04-19 12:34:00,demo_publisher,site B,sess_000150,page_079,notícias,rodapé fixo,mídia rica,computador,BR,3,1,1,0,0.01012
evt_000794,2026-03-26 21:04:00,demo_publisher,site A,sess_001459,page_122,notícias,intersticial,banner,computador,CL,2,1,1,0,0.0066
evt_000795,2026-03-18 17:19:00,demo_publisher,site B,sess_000221,page_121,estilo de vida,lateral,mídia rica,celular,BR,5,5,1,0,0.01775
evt_000796,2026-04-28 02:22:00,demo_publisher,site C,sess_000154,page_002,entretenimento,topo da página,banner,celular,US,5,5,2,0,0.01889
evt_000797,2026-03-28 12:18:00,demo_publisher,site C,sess_001384,page_110,notícias,lateral,banner,tablet,BR,5,4,1,0,0.01331
evt_000798,2026-03-19 22:09:00,demo_publisher,site A,sess_000956,page_133,estilo de vida,topo da página,mídia rica,celular,BR,5,3,1,0,0.01707
evt_000799,2026-03-27 12:55:00,demo_publisher,site C,sess_001296,page_093,estilo de vida,topo da página,banner,celular,BR,4,3,2,0,0.01566
evt_000800,2026-03-01 17:24:00,demo_publisher,site A,sess_001703,page_027,entretenimento,meio do artigo,banner,celular,BR,5,4,2,0,0.0084
evt_000801,2026-03-19 02:46:00,demo_publisher,site A,sess_000138,page_093,estilo de vida,meio do artigo,banner,celular,BR,3,1,1,0,0.00333
evt_000802,2026-03-31 22:23:00,demo_publisher,site B,sess_001055,page_089,notícias,lateral,banner,computador,BR,6,5,3,0,0.01788
evt_000803,2026-04-25 02:33:00,demo_publisher,site B,sess_001669,page_093,notícias,meio do artigo,banner,celular,BR,6,3,3,0,0.01305
evt_000804,2026-04-14 07:02:00,demo_publisher,site A,sess_000881,page_060,estilo de vida,topo da página,banner,celular,BR,1,1,1,0,0.00109
evt_000805,2026-04-16 21:03:00,demo_publisher,site B,sess_001047,page_073,notícias,rodapé fixo,nativo,celular,MX,3,2,2,1,0.00414
evt_000806,2026-04-02 16:39:00,demo_publisher,site A,sess_000996,page_091,entretenimento,lateral,vídeo,celular,BR,5,5,2,0,0.03628
evt_000807,2026-03-07 15:14:00,demo_publisher,site A,sess_001814,page_065,entretenimento,topo da página,banner,celular,US,2,2,1,0,0.00488
evt_000808,2026-03-24 10:56:00,demo_publisher,site C,sess_000100,page_108,entretenimento,topo da página,vídeo,tablet,AR,4,2,0,0,0.01862
evt_000809,2026-04-29 19:43:00,demo_publisher,site A,sess_001756,page_099,esportes,topo da página,nativo,celular,AR,6,4,3,0,0.01525
evt_000810,2026-03-03 15:36:00,demo_publisher,site B,sess_001632,page_043,tecnologia,rodapé fixo,vídeo,celular,BR,6,5,4,0,0.02901
evt_000811,2026-04-22 18:02:00,demo_publisher,site A,sess_001625,page_085,estilo de vida,topo da página,vídeo,celular,BR,6,5,4,2,0.02408
evt_000812,2026-04-11 01:40:00,demo_publisher,site A,sess_000825,page_106,notícias,intersticial,mídia rica,celular,AR,4,4,3,0,0.01222
evt_000813,2026-03-18 00:49:00,demo_publisher,site A,sess_001032,page_069,esportes,topo da página,banner,celular,CL,6,4,3,0,0.00903
evt_000814,2026-04-16 16:18:00,demo_publisher,site B,sess_000738,page_100,notícias,rodapé fixo,nativo,tablet,US,4,4,4,0,0.02978
evt_000815,2026-04-20 05:07:00,demo_publisher,site A,sess_000504,page_018,esportes,topo da página,mídia rica,celular,BR,4,4,2,0,0.02141
evt_000816,2026-03-03 14:14:00,demo_publisher,site B,sess_001750,page_054,entretenimento,meio do artigo,vídeo,celular,BR,2,2,2,0,0.01092
evt_000817,2026-03-07 09:14:00,demo_publisher,site A,sess_001012,page_098,tecnologia,meio do artigo,banner,computador,BR,6,4,1,0,0.0243
evt_000818,2026-04-09 22:40:00,demo_publisher,site A,sess_001446,page_125,esportes,meio do artigo,nativo,celular,BR,2,2,1,0,0.00405
evt_000819,2026-04-29 22:42:00,demo_publisher,site B,sess_000202,page_090,finanças,intersticial,vídeo,celular,BR,2,0,0,0,0.00137
evt_000820,2026-03-02 10:30:00,demo_publisher,site B,sess_001578,page_093,notícias,lateral,banner,tablet,BR,5,3,2,0,0.01386
evt_000821,2026-04-09 22:35:00,demo_publisher,site C,sess_001318,page_048,esportes,topo da página,nativo,tablet,BR,6,3,0,0,0.01384
evt_000822,2026-03-09 04:35:00,demo_publisher,site B,sess_001995,page_098,notícias,rodapé fixo,vídeo,celular,BR,6,5,3,0,0.02835
evt_000823,2026-04-09 00:10:00,demo_publisher,site A,sess_000268,page_050,estilo de vida,topo da página,nativo,celular,BR,5,5,4,0,0.02465
evt_000824,2026-04-07 09:34:00,demo_publisher,site A,sess_001080,page_008,estilo de vida,rodapé fixo,banner,computador,BR,6,2,2,0,0.0022
evt_000825,2026-03-06 10:14:00,demo_publisher,site B,sess_001022,page_035,tecnologia,meio do artigo,nativo,celular,BR,3,3,3,0,0.01115
evt_000826,2026-04-10 20:14:00,demo_publisher,site A,sess_001077,page_085,entretenimento,topo da página,nativo,computador,BR,1,0,0,0,0.00378
evt_000827,2026-04-23 19:43:00,demo_publisher,site A,sess_000109,page_134,notícias,topo da página,banner,celular,BR,2,2,1,0,0.00812
evt_000828,2026-04-21 19:21:00,demo_publisher,site B,sess_000946,page_069,tecnologia,topo da página,nativo,computador,BR,1,1,0,0,0.00412
evt_000829,2026-03-02 17:45:00,demo_publisher,site B,sess_000599,page_120,notícias,rodapé fixo,banner,tablet,BR,5,3,1,1,0.00969
evt_000830,2026-03-15 18:07:00,demo_publisher,site A,sess_001235,page_109,esportes,meio do artigo,vídeo,celular,MX,3,2,2,0,0.0214
evt_000831,2026-03-15 10:47:00,demo_publisher,site B,sess_000464,page_078,finanças,topo da página,vídeo,computador,US,3,2,2,0,0.0195
evt_000832,2026-03-28 04:44:00,demo_publisher,site A,sess_000870,page_112,notícias,rodapé fixo,vídeo,celular,US,6,6,5,0,0.04731
evt_000833,2026-03-09 13:57:00,demo_publisher,site B,sess_001240,page_056,notícias,topo da página,nativo,celular,BR,6,5,1,0,0.01179
evt_000834,2026-04-21 06:15:00,demo_publisher,site A,sess_000129,page_062,esportes,topo da página,banner,celular,MX,1,1,0,0,0.00317
evt_000835,2026-04-16 14:32:00,demo_publisher,site B,sess_001573,page_103,notícias,lateral,vídeo,celular,BR,6,2,1,0,0.01837
evt_000836,2026-04-18 12:01:00,demo_publisher,site A,sess_001431,page_089,entretenimento,topo da página,banner,celular,BR,4,3,2,0,0.00731
evt_000837,2026-03-12 21:24:00,demo_publisher,site A,sess_000115,page_074,esportes,rodapé fixo,nativo,computador,BR,5,5,3,0,0.02053
evt_000838,2026-03-01 20:59:00,demo_publisher,site A,sess_000130,page_061,finanças,meio do artigo,banner,celular,BR,6,5,3,0,0.01641
evt_000839,2026-04-24 15:19:00,demo_publisher,site C,sess_001700,page_136,entretenimento,topo da página,nativo,tablet,MX,3,2,0,0,0.01072
evt_000840,2026-03-18 08:01:00,demo_publisher,site C,sess_000567,page_010,estilo de vida,meio do artigo,nativo,celular,BR,5,3,1,0,0.01552
evt_000841,2026-04-09 09:01:00,demo_publisher,site A,sess_001721,page_008,finanças,topo da página,banner,computador,BR,5,3,1,0,0.01693
evt_000842,2026-04-24 13:35:00,demo_publisher,site B,sess_000999,page_067,entretenimento,meio do artigo,banner,celular,BR,4,4,2,0,0.01407
evt_000843,2026-03-03 04:04:00,demo_publisher,site C,sess_000685,page_005,esportes,meio do artigo,banner,computador,BR,5,3,3,0,0.01268
evt_000844,2026-03-01 07:52:00,demo_publisher,site A,sess_000547,page_048,notícias,rodapé fixo,banner,tablet,BR,5,4,4,0,0.01426
evt_000845,2026-03-01 07:49:00,demo_publisher,site B,sess_001318,page_080,finanças,meio do artigo,banner,computador,BR,3,2,0,0,0.00986
evt_000846,2026-03-10 09:06:00,demo_publisher,site A,sess_000220,page_057,finanças,rodapé fixo,vídeo,computador,BR,6,4,4,0,0.054
evt_000847,2026-03-04 02:23:00,demo_publisher,site A,sess_000805,page_029,tecnologia,topo da página,mídia rica,computador,CL,1,1,1,0,0.01003
evt_000848,2026-04-19 04:46:00,demo_publisher,site A,sess_000692,page_040,notícias,rodapé fixo,mídia rica,celular,BR,2,2,1,0,0.00714
evt_000849,2026-04-06 08:31:00,demo_publisher,site C,sess_000309,page_084,estilo de vida,topo da página,banner,celular,MX,5,5,5,0,0.01462
evt_000850,2026-04-28 19:16:00,demo_publisher,site B,sess_000706,page_133,tecnologia,rodapé fixo,banner,celular,CL,3,2,1,0,0.0123
evt_000851,2026-04-18 02:08:00,demo_publisher,site B,sess_001057,page_109,entretenimento,meio do artigo,nativo,computador,US,2,2,1,0,0.00717
evt_000852,2026-04-27 18:59:00,demo_publisher,site B,sess_001355,page_077,notícias,topo da página,nativo,celular,BR,4,4,4,0,0.03158
evt_000853,2026-03-15 07:30:00,demo_publisher,site A,sess_000173,page_020,esportes,meio do artigo,vídeo,celular,BR,1,1,1,0,0.00362
evt_000854,2026-03-18 06:25:00,demo_publisher,site B,sess_001744,page_034,entretenimento,rodapé fixo,vídeo,computador,US,1,1,1,0,0.00413
evt_000855,2026-04-20 23:08:00,demo_publisher,site B,sess_001757,page_062,estilo de vida,rodapé fixo,nativo,celular,BR,1,1,1,0,0.00996
evt_000856,2026-03-15 16:37:00,demo_publisher,site A,sess_001384,page_035,notícias,lateral,nativo,celular,BR,6,4,3,0,0.01114
evt_000857,2026-03-04 10:24:00,demo_publisher,site A,sess_001848,page_096,notícias,meio do artigo,mídia rica,celular,US,2,1,0,0,0.00318
evt_000858,2026-04-10 03:32:00,demo_publisher,site A,sess_000856,page_051,tecnologia,lateral,banner,computador,BR,6,5,1,0,0.04043
evt_000859,2026-04-18 01:23:00,demo_publisher,site B,sess_001643,page_116,estilo de vida,topo da página,vídeo,celular,US,4,3,3,0,0.01075
evt_000860,2026-04-28 02:12:00,demo_publisher,site B,sess_001454,page_038,estilo de vida,lateral,vídeo,computador,BR,2,0,0,0,0.00046
evt_000861,2026-04-25 16:01:00,demo_publisher,site A,sess_001125,page_069,entretenimento,topo da página,banner,celular,BR,1,1,1,0,0.00269
evt_000862,2026-03-08 05:07:00,demo_publisher,site A,sess_000359,page_100,esportes,rodapé fixo,mídia rica,celular,BR,1,0,0,0,0.00127
evt_000863,2026-04-16 07:50:00,demo_publisher,site B,sess_001115,page_029,notícias,lateral,vídeo,celular,BR,4,1,1,0,0.01313
evt_000864,2026-04-20 18:25:00,demo_publisher,site A,sess_001802,page_106,estilo de vida,meio do artigo,vídeo,computador,US,4,2,2,0,0.00633
evt_000865,2026-04-11 21:17:00,demo_publisher,site B,sess_001969,page_082,entretenimento,lateral,banner,computador,BR,6,6,1,0,0.01978
evt_000866,2026-04-19 04:30:00,demo_publisher,site B,sess_000896,page_091,esportes,meio do artigo,banner,computador,BR,2,2,2,0,0.00748
evt_000867,2026-04-20 06:41:00,demo_publisher,site C,sess_000496,page_064,estilo de vida,topo da página,nativo,celular,BR,4,4,1,0,0.01269
evt_000868,2026-03-27 19:01:00,demo_publisher,site A,sess_001495,page_130,notícias,topo da página,banner,computador,US,1,1,1,0,0.00698
evt_000869,2026-03-03 09:49:00,demo_publisher,site B,sess_000152,page_108,notícias,topo da página,banner,celular,MX,4,3,2,0,0.01682
evt_000870,2026-03-28 08:55:00,demo_publisher,site B,sess_000303,page_027,entretenimento,topo da página,banner,computador,BR,2,2,0,0,0.00647
evt_000871,2026-03-13 02:33:00,demo_publisher,site A,sess_001124,page_078,notícias,lateral,banner,celular,BR,2,2,1,0,0.00298
evt_000872,2026-03-07 19:46:00,demo_publisher,site B,sess_001980,page_126,notícias,lateral,vídeo,celular,BR,3,3,1,0,0.00998
evt_000873,2026-03-08 11:53:00,demo_publisher,site A,sess_000658,page_039,tecnologia,meio do artigo,nativo,computador,BR,3,2,2,0,0.01152
evt_000874,2026-04-11 20:13:00,demo_publisher,site B,sess_000887,page_075,esportes,intersticial,banner,celular,BR,1,1,1,0,0.00231
evt_000875,2026-03-31 06:31:00,demo_publisher,site B,sess_000645,page_105,esportes,rodapé fixo,nativo,celular,BR,4,4,3,0,0.01662
evt_000876,2026-04-02 09:22:00,demo_publisher,site C,sess_000881,page_038,tecnologia,topo da página,banner,celular,BR,3,2,1,1,0.00929
evt_000877,2026-04-14 17:04:00,demo_publisher,site C,sess_000015,page_072,notícias,meio do artigo,banner,celular,BR,6,6,5,0,0.02527
evt_000878,2026-04-02 21:30:00,demo_publisher,site C,sess_001189,page_077,estilo de vida,rodapé fixo,nativo,computador,BR,4,3,2,0,0.03091
evt_000879,2026-04-07 19:13:00,demo_publisher,site B,sess_001192,page_025,esportes,topo da página,nativo,computador,BR,6,5,3,0,0.01769
evt_000880,2026-03-06 03:52:00,demo_publisher,site B,sess_000631,page_025,notícias,meio do artigo,banner,celular,US,1,1,1,0,0.00519
evt_000881,2026-04-21 01:37:00,demo_publisher,site B,sess_000528,page_079,estilo de vida,intersticial,nativo,celular,BR,3,1,0,0,0.00401
evt_000882,2026-03-27 22:14:00,demo_publisher,site B,sess_001523,page_025,esportes,rodapé fixo,banner,computador,BR,6,6,5,0,0.0369
evt_000883,2026-03-10 07:30:00,demo_publisher,site C,sess_000376,page_132,tecnologia,rodapé fixo,nativo,computador,BR,2,2,1,0,0.01661
evt_000884,2026-04-18 19:11:00,demo_publisher,site A,sess_000095,page_073,entretenimento,rodapé fixo,banner,celular,MX,2,1,0,0,0.0
evt_000885,2026-04-14 01:51:00,demo_publisher,site B,sess_000081,page_099,tecnologia,topo da página,vídeo,celular,BR,5,4,3,0,0.05119
evt_000886,2026-03-04 04:21:00,demo_publisher,site A,sess_001763,page_056,esportes,lateral,nativo,tablet,MX,1,1,0,0,0.00922
evt_000887,2026-03-12 13:58:00,demo_publisher,site A,sess_000729,page_042,esportes,rodapé fixo,banner,computador,BR,6,4,2,0,0.02784
evt_000888,2026-03-01 22:40:00,demo_publisher,site B,sess_000204,page_068,entretenimento,topo da página,nativo,celular,BR,6,5,3,0,0.02442
evt_000889,2026-03-17 05:53:00,demo_publisher,site B,sess_001758,page_099,finanças,topo da página,vídeo,celular,BR,6,5,1,0,0.04836
evt_000890,2026-03-06 23:58:00,demo_publisher,site B,sess_000298,page_056,tecnologia,topo da página,banner,celular,BR,5,3,3,0,0.01268
evt_000891,2026-04-12 14:15:00,demo_publisher,site A,sess_000674,page_040,tecnologia,rodapé fixo,nativo,computador,BR,6,6,5,0,0.03433
evt_000892,2026-04-01 08:28:00,demo_publisher,site A,sess_000042,page_021,esportes,lateral,vídeo,computador,AR,6,4,2,0,0.03721
evt_000893,2026-04-28 19:29:00,demo_publisher,site B,sess_001358,page_076,notícias,rodapé fixo,banner,computador,BR,2,2,2,0,0.00649
evt_000894,2026-04-14 23:10:00,demo_publisher,site A,sess_001398,page_095,estilo de vida,meio do artigo,mídia rica,celular,MX,1,1,1,0,0.00547
evt_000895,2026-04-06 16:37:00,demo_publisher,site B,sess_001513,page_074,estilo de vida,lateral,banner,computador,CL,6,5,3,0,0.02539
evt_000896,2026-03-31 13:24:00,demo_publisher,site B,sess_000526,page_036,esportes,topo da página,vídeo,computador,BR,3,1,0,0,0.00877
evt_000897,2026-03-04 06:28:00,demo_publisher,site B,sess_000656,page_035,estilo de vida,rodapé fixo,mídia rica,computador,AR,1,1,0,0,0.00824
evt_000898,2026-03-05 05:05:00,demo_publisher,site A,sess_001876,page_053,tecnologia,meio do artigo,mídia rica,celular,US,3,2,1,0,0.01092
evt_000899,2026-04-06 23:29:00,demo_publisher,site A,sess_001643,page_049,esportes,rodapé fixo,nativo,computador,US,1,1,0,0,0.00968
evt_000900,2026-03-01 06:18:00,demo_publisher,site A,sess_000075,page_029,esportes,meio do artigo,vídeo,celular,BR,4,3,2,0,0.01756
evt_000901,2026-03-03 12:59:00,demo_publisher,site B,sess_001384,page_131,tecnologia,topo da página,banner,celular,BR,5,3,1,0,0.03286
evt_000902,2026-03-14 03:33:00,demo_publisher,site C,sess_001625,page_046,tecnologia,topo da página,banner,celular,BR,1,1,1,0,0.00894
evt_000903,2026-04-23 01:10:00,demo_publisher,site B,sess_001118,page_035,entretenimento,rodapé fixo,vídeo,celular,BR,1,0,0,0,0.002
evt_000904,2026-03-28 12:51:00,demo_publisher,site C,sess_001280,page_085,notícias,topo da página,banner,celular,BR,6,5,1,0,0.02295
evt_000905,2026-04-12 13:47:00,demo_publisher,site B,sess_000002,page_112,entretenimento,rodapé fixo,vídeo,computador,AR,3,1,0,0,0.0052
evt_000906,2026-03-25 16:38:00,demo_publisher,site A,sess_000061,page_065,tecnologia,topo da página,banner,computador,AR,1,1,0,0,0.01437
evt_000907,2026-03-11 09:18:00,demo_publisher,site B,sess_000071,page_093,tecnologia,meio do artigo,banner,computador,BR,1,1,0,0,0.00965
evt_000908,2026-03-23 06:27:00,demo_publisher,site B,sess_000318,page_014,esportes,topo da página,banner,computador,BR,3,3,1,0,0.01668
evt_000909,2026-03-06 12:04:00,demo_publisher,site B,sess_001981,page_075,notícias,topo da página,nativo,computador,BR,1,0,0,0,0.00299
evt_000910,2026-04-16 05:09:00,demo_publisher,site C,sess_001269,page_010,finanças,meio do artigo,banner,celular,BR,1,1,1,0,0.0066
evt_000911,2026-03-12 00:17:00,demo_publisher,site B,sess_001564,page_020,esportes,meio do artigo,banner,computador,BR,2,1,0,0,0.00419
evt_000912,2026-03-23 13:58:00,demo_publisher,site B,sess_000591,page_083,esportes,meio do artigo,mídia rica,celular,BR,5,4,3,0,0.02012
evt_000913,2026-04-28 19:14:00,demo_publisher,site A,sess_001875,page_029,entretenimento,lateral,vídeo,computador,BR,4,2,0,0,0.00833
evt_000914,2026-04-05 12:25:00,demo_publisher,site A,sess_000398,page_006,notícias,meio do artigo,vídeo,tablet,BR,5,2,1,0,0.0086
evt_000915,2026-03-28 12:19:00,demo_publisher,site A,sess_001804,page_025,entretenimento,meio do artigo,banner,celular,BR,2,1,1,0,0.0045
evt_000916,2026-04-02 13:56:00,demo_publisher,site A,sess_000062,page_108,finanças,lateral,banner,computador,BR,1,1,1,0,0.00508
evt_000917,2026-04-17 01:04:00,demo_publisher,site B,sess_000041,page_082,tecnologia,topo da página,nativo,computador,BR,4,3,2,0,0.01817
evt_000918,2026-03-16 06:27:00,demo_publisher,site A,sess_000158,page_054,esportes,meio do artigo,banner,tablet,BR,6,5,3,0,0.02453
evt_000919,2026-04-08 04:25:00,demo_publisher,site A,sess_001583,page_136,estilo de vida,topo da página,banner,tablet,BR,4,3,1,0,0.01841
evt_000920,2026-04-22 08:40:00,demo_publisher,site B,sess_000515,page_054,estilo de vida,topo da página,mídia rica,computador,AR,2,2,1,0,0.0123
evt_000921,2026-04-04 08:16:00,demo_publisher,site C,sess_000902,page_122,entretenimento,topo da página,banner,computador,BR,1,0,0,0,0.0
evt_000922,2026-03-27 19:01:00,demo_publisher,site A,sess_000943,page_048,notícias,lateral,mídia rica,tablet,BR,1,1,1,0,0.00691
evt_000923,2026-03-09 16:59:00,demo_publisher,site B,sess_001579,page_004,notícias,topo da página,banner,celular,US,6,4,3,0,0.01068
evt_000924,2026-03-15 21:32:00,demo_publisher,site A,sess_000698,page_016,entretenimento,rodapé fixo,banner,celular,BR,2,2,2,0,0.01349
evt_000925,2026-04-26 18:16:00,demo_publisher,site C,sess_000014,page_039,notícias,rodapé fixo,banner,computador,AR,1,1,1,0,0.00448
evt_000926,2026-04-02 11:24:00,demo_publisher,site A,sess_000773,page_026,estilo de vida,topo da página,mídia rica,celular,BR,3,3,2,0,0.02298
evt_000927,2026-03-19 01:56:00,demo_publisher,site B,sess_000577,page_022,notícias,meio do artigo,nativo,celular,MX,6,6,5,0,0.01393
evt_000928,2026-03-26 02:27:00,demo_publisher,site A,sess_001462,page_054,notícias,topo da página,vídeo,celular,BR,3,1,0,0,0.01091
evt_000929,2026-04-04 16:20:00,demo_publisher,site C,sess_001502,page_136,estilo de vida,topo da página,banner,celular,CL,6,4,0,0,0.00686
evt_000930,2026-04-02 06:04:00,demo_publisher,site B,sess_000184,page_028,estilo de vida,intersticial,vídeo,computador,BR,4,4,2,0,0.0137
evt_000931,2026-04-11 23:40:00,demo_publisher,site C,sess_001586,page_033,estilo de vida,meio do artigo,nativo,celular,MX,6,4,4,0,0.00756
evt_000932,2026-03-16 10:47:00,demo_publisher,site A,sess_000141,page_139,finanças,topo da página,nativo,celular,BR,2,1,0,0,0.00288
evt_000933,2026-04-08 22:53:00,demo_publisher,site B,sess_001239,page_028,tecnologia,rodapé fixo,vídeo,celular,BR,4,3,3,0,0.05434
evt_000934,2026-03-27 13:27:00,demo_publisher,site A,sess_000779,page_116,entretenimento,rodapé fixo,vídeo,tablet,BR,3,2,2,0,0.01085
evt_000935,2026-04-26 10:27:00,demo_publisher,site A,sess_000603,page_087,esportes,meio do artigo,nativo,celular,BR,5,3,3,0,0.01502
evt_000936,2026-03-10 11:24:00,demo_publisher,site B,sess_000966,page_129,esportes,lateral,banner,computador,BR,1,1,1,0,0.00607
evt_000937,2026-03-09 21:45:00,demo_publisher,site A,sess_000621,page_078,esportes,rodapé fixo,vídeo,computador,BR,2,1,0,0,0.00862
evt_000938,2026-03-28 16:47:00,demo_publisher,site A,sess_001587,page_083,tecnologia,lateral,banner,celular,BR,2,2,0,0,0.01021
evt_000939,2026-03-31 12:01:00,demo_publisher,site A,sess_001933,page_032,esportes,meio do artigo,mídia rica,computador,US,6,4,3,0,0.02236
evt_000940,2026-04-11 10:51:00,demo_publisher,site A,sess_001631,page_080,estilo de vida,rodapé fixo,banner,celular,BR,6,5,4,0,0.03557
evt_000941,2026-03-25 05:48:00,demo_publisher,site B,sess_000878,page_094,finanças,meio do artigo,banner,computador,US,1,1,1,0,0.00693
evt_000942,2026-04-24 19:45:00,demo_publisher,site A,sess_001007,page_138,estilo de vida,topo da página,banner,computador,BR,3,1,0,0,0.00772
evt_000943,2026-03-29 10:48:00,demo_publisher,site C,sess_000894,page_014,tecnologia,topo da página,nativo,computador,BR,4,2,2,0,0.0095
evt_000944,2026-03-08 18:14:00,demo_publisher,site A,sess_001587,page_022,finanças,meio do artigo,banner,celular,BR,6,3,3,0,0.01032
evt_000945,2026-03-08 03:40:00,demo_publisher,site C,sess_001105,page_003,finanças,topo da página,vídeo,computador,BR,3,2,0,0,0.02289
evt_000946,2026-04-28 09:42:00,demo_publisher,site A,sess_000936,page_110,esportes,topo da página,nativo,celular,BR,5,5,4,1,0.02284
evt_000947,2026-03-09 01:05:00,demo_publisher,site B,sess_000819,page_012,finanças,meio do artigo,banner,computador,BR,5,4,3,0,0.03374
evt_000948,2026-04-26 20:54:00,demo_publisher,site B,sess_000750,page_128,esportes,intersticial,nativo,tablet,BR,4,3,0,0,0.01172
evt_000949,2026-03-17 16:25:00,demo_publisher,site A,sess_001105,page_051,tecnologia,topo da página,vídeo,celular,BR,5,5,5,0,0.03393
evt_000950,2026-03-06 14:30:00,demo_publisher,site A,sess_001378,page_041,esportes,topo da página,mídia rica,celular,BR,1,1,1,0,0.00358
evt_000951,2026-03-19 06:46:00,demo_publisher,site A,sess_000865,page_136,notícias,rodapé fixo,banner,celular,BR,2,2,2,0,0.00577
evt_000952,2026-04-06 21:09:00,demo_publisher,site C,sess_001613,page_101,esportes,meio do artigo,mídia rica,celular,BR,6,6,4,0,0.01839
evt_000953,2026-03-26 16:10:00,demo_publisher,site C,sess_001653,page_077,finanças,rodapé fixo,banner,celular,BR,1,1,0,0,0.00623
evt_000954,2026-04-17 03:14:00,demo_publisher,site A,sess_000858,page_124,entretenimento,meio do artigo,nativo,computador,MX,4,3,1,0,0.02232
evt_000955,2026-04-06 15:49:00,demo_publisher,site A,sess_001818,page_105,esportes,lateral,vídeo,computador,MX,5,2,1,0,0.01084
evt_000956,2026-03-25 01:07:00,demo_publisher,site A,sess_000346,page_089,esportes,topo da página,banner,celular,AR,4,4,4,0,0.01181
evt_000957,2026-04-08 01:51:00,demo_publisher,site A,sess_001864,page_045,finanças,meio do artigo,banner,celular,BR,6,6,5,0,0.03078
evt_000958,2026-04-28 06:54:00,demo_publisher,site A,sess_000588,page_138,entretenimento,lateral,nativo,celular,BR,6,5,1,1,0.01721
evt_000959,2026-03-25 17:00:00,demo_publisher,site B,sess_001129,page_100,tecnologia,topo da página,banner,celular,CL,1,1,1,0,0.00335
evt_000960,2026-03-10 04:57:00,demo_publisher,site B,sess_000567,page_132,notícias,topo da página,banner,computador,BR,4,4,4,1,0.00809
evt_000961,2026-03-25 12:38:00,demo_publisher,site A,sess_000884,page_135,estilo de vida,meio do artigo,banner,computador,AR,5,3,3,0,0.00412
evt_000962,2026-04-20 09:45:00,demo_publisher,site B,sess_000680,page_077,tecnologia,lateral,vídeo,celular,BR,5,5,2,0,0.03509
evt_000963,2026-03-14 01:23:00,demo_publisher,site A,sess_001410,page_050,tecnologia,meio do artigo,banner,celular,US,4,2,1,0,0.01168
evt_000964,2026-04-26 22:45:00,demo_publisher,site B,sess_000163,page_132,finanças,lateral,nativo,celular,US,3,2,2,0,0.01004
evt_000965,2026-04-05 07:09:00,demo_publisher,site A,sess_001676,page_139,tecnologia,lateral,mídia rica,celular,BR,2,2,2,0,0.01477
evt_000966,2026-04-06 02:15:00,demo_publisher,site A,sess_001807,page_017,estilo de vida,topo da página,vídeo,computador,BR,3,1,0,0,0.00937
evt_000967,2026-03-20 00:32:00,demo_publisher,site A,sess_001126,page_089,notícias,rodapé fixo,nativo,computador,MX,1,1,1,0,0.00681
evt_000968,2026-04-25 05:27:00,demo_publisher,site A,sess_001095,page_084,notícias,rodapé fixo,nativo,computador,BR,6,5,4,0,0.02367
evt_000969,2026-03-03 03:55:00,demo_publisher,site B,sess_001400,page_105,esportes,topo da página,banner,computador,US,5,4,3,0,0.01897
evt_000970,2026-03-18 22:05:00,demo_publisher,site A,sess_000398,page_136,notícias,meio do artigo,banner,celular,BR,2,2,2,0,0.01361
evt_000971,2026-03-26 02:29:00,demo_publisher,site A,sess_001499,page_036,esportes,meio do artigo,banner,celular,BR,1,0,0,0,0.0
